PDF Name,Summary,Clinical Field,DOI Link,Citation,Title,Author,Diagnostic Task,Feature,Key Finding
Chang_AJNR2024_Alpha_UHR_Tbone_imaging_with_dedicated_CNN_denoising_537.pdf,"
==========
Summary for Chang_AJNR2024_Alpha_UHR_Tbone_imaging_with_dedicated_CNN_denoising_537.pdf
==========
### Summary  - **First Author:** Shaojie Chang - **Study Location:** Mayo Clinic, Rochester, MN, USA - **Clinical Field:** Neuro (Temporal Bone Imaging) - **Clinical Task or Condition:** The study focuses on enhancing the visualization of temporal bone structures using ultra-high-resolution photon-counting detector CT (PCD-CT) combined with a denoising convolutional neural network (CNN). This is relevant for better detection and characterization of critical anatomical structures in the temporal bone. - **Key Findings:**   1. The CNN reduced image noise by 80% compared to Hr96-QIR3 and 50% compared to Hr84-QIR3, while maintaining high resolution.   2. The CNN-enhanced images (Hr96-CNN) had significantly lower noise (47.35 HU) compared to conventional methods (204.63 HU), and improved SSIM values (0.99 vs 0.72).   3. Reader evaluations ranked Hr96-CNN images highest for overall quality and structure delineation, with significant preference over Hr84-QIR3 and Hr96-QIR3 (p<0.001). - **Post-Processing Techniques:** Denoising Convolutional Neural Network (CNN) - **Technical Features:** The study leverages the ultra-high-resolution capability of PCD-CT, achieving a spatial resolution of 0.110 mm and utilizing the sharpest reconstruction kernel (Hr96) with reduced noise through CNN.  ### CT Scan and Reconstruction Protocol  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|---------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|--------------------|----------------| | UHR PCD-CT    | 120                 | Automatic (220 CARE keV IQ level) | 1                 | 0.5   | 0.2 (thin slices) / 0.4 (thick slices) | Iterative Reconstruction (QIR1 & QIR3) | Hr96 (sharpest) / Hr84 (routine) | 4000/1000 HU | Denoising CNN | Ultra-high resolution, reduced noise | CTDIvol: 34 mGy |  This table provides a comprehensive overview of the protocol used in the study, detailing the scan parameters, reconstruction settings, and the application of advanced post-processing techniques to enhance image quality while managing radiation dose.",Neuro,https://doi.org/10.3174/ajnr.A8572,"Mongan, J. et al. (2020). Checklist for Artificial Intelligence in Medical Imaging (CLAIM): A Guide for Authors and Reviewers. Radiology: Artificial Intelligence, 2(2), e200029.",Checklist for Artificial Intelligence in Medical Imaging (CLAIM): A Guide for Authors and Reviewers,Mongan,Temporal Bone Imaging,Ultra High Resolution,"Image Quality, Diagnostic Performance Metrics"
Schwartz_JAMANeurol2022_Alpha_cerebrospinal_fluid_venous_fistula_case_report.pdf,"
==========
Summary for Schwartz_JAMANeurol2022_Alpha_cerebrospinal_fluid_venous_fistula_case_report.pdf
==========
### Structured Summary  - **First Author:** Fides R. Schwartz, MD - **Study Location:** Duke University, Durham, North Carolina - **Clinical Field:** Neuro - **Clinical Task or Condition:** Detection and characterization of cerebrospinal fluid (CSF) venous fistula (CVF) in a patient with spontaneous intracranial hypotension (SIH). - **Key Findings:**   1. Photon-counting computed tomography (PCCT) provided superior imaging of the CVF compared to standard CT, allowing for more accurate detection and characterization.   2. The PCCT scanner's material decomposition capabilities enabled the creation of iodine maps, which enhanced the visualization of the fistula.   3. High-resolution imaging with PCCT (0.2 mm spatial resolution) significantly improved the diagnostic quality over traditional CT, which typically has a spatial resolution of 0.6 mm. - **Post-Processing Techniques:** Iodine map and monoenergetic reconstruction at 50 keV. - **Technical Features:** The study utilized PCCT's improved spatial resolution, superior contrast resolution, and material decomposition capabilities, which enhanced the visualization of small anatomical structures and contrast-enhancing lesions.  ### CT Scan and Reconstruction Protocol  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|--------------------|----------------| | PCCT Myelography | Not Specified     | Not Specified     | Not Specified     | Not Specified | 5                    | Not Specified  | Not Specified | Width: 1500 HU, Center: 450 HU | Iodine map, VMI 50 keV | High spatial resolution, superior contrast resolution | Not Specified |  **Note:** Specific scan parameters such as tube voltage, tube current, rotation time, and pitch were not provided in the article.",Neuro,https://doi.org/10.1001/jamaneurol.2022.0687,"Schwartz, F. et al. (2022). Photon-Counting Computed Tomography Scan of a Cerebrospinal Fluid Venous Fistula. JAMA Neurology, 79(6), 628.",Photon-Counting Computed Tomography Scan of a Cerebrospinal Fluid Venous Fistula,Schwartz,CSF Leak Identification,"Spectral Feature, High Resolution","Diagnostic Performance Metrics, Image Quality"
Schwartz_AJR2024_Alpha_vs_GE_750HD_CT_myelography_for_detection_of_CSF_venous_fistulas_290.pdf,"
==========
Summary for Schwartz_AJR2024_Alpha_vs_GE_750HD_CT_myelography_for_detection_of_CSF_venous_fistulas_290.pdf
==========
### Structured Summary  - **First Author**: Fides R. Schwartz, MD - **Study Location**: Duke University Health System, Department of Radiology - **Clinical Field**: Neuroradiology/Head and Neck Imaging - **Clinical Task or Condition**: Detection of CSF-venous fistulas (CVFs) in patients with spontaneous intracranial hypotension (SIH) using CT myelography. - **Key Findings**:   1. PCD-CT myelography demonstrated significantly higher image quality and sensitivity compared to EID-CT myelography for detecting CVFs, with sensitivity improvements from 45% to 64% for Reader 1, 36% to 55% for Reader 2, and 45% to 55% for Reader 3, without significant loss of specificity.   2. PCD-CT myelography showed higher discernibility of nerve root sleeves and overall image quality scores for all readers.   3. PCD-CT myelography achieved a significantly lower radiation dose (mean CTDIvol of 20.1 mGy vs 62.4 mGy for EID-CT). - **Post-Processing Techniques**: Not specified. - **Technical Features**: PCD-CT provided higher spatial resolution (0.2 mm slice thickness vs 0.625 mm for EID-CT), improved detection of low-contrast structures, and lower image noise, despite increased global noise index due to higher spatial resolution.  ### CT Scan and Reconstruction Protocol  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|--------------------|----------------| | EID-CT Myelography | 120 | Not Specified | Not Specified | Not Specified | 0.625 | AsiR-V (60% strength) | DETAIL | Not Specified | Not Specified | Standard resolution | CTDIvol: 62.4 mGy | | PCD-CT Myelography | 120 | Not Specified | Not Specified | Not Specified | 0.2 | QIR (Level 4 strength) | Br48u | Not Specified | Not Specified | Ultra-high resolution | CTDIvol: 20.1 mGy |  Note: Some scan and reconstruction parameters such as tube current, rotation time, and pitch were not specified in the manuscript.",Neuro,https://doi.org/10.2214/AJR.23.30673,"Schwartz, F. et al. (2024). Myelography Using Energy-Integrating Detector CT Versus Photon-Counting Detector CT for Detection of CSF-Venous Fistulas in Patients With Spontaneous Intracranial Hypotension. American Journal of Roentgenology, 222(4), .",Myelography Using Energy-Integrating Detector CT Versus Photon-Counting Detector CT for Detection of CSF-Venous Fistulas in Patients With Spontaneous Intracranial Hypotension,Schwartz,CSF Leak Identification,Ultra High Resolution,"Diagnostic Performance Metrics, Image Quality, Reduced Radiation Dose"
Smeijers_EpilepsiaOpen2024_Alpha_direct_visualization_of_microwires_in_hybrid_depth_electrodes_528.pdf,"
==========
Summary for Smeijers_EpilepsiaOpen2024_Alpha_direct_visualization_of_microwires_in_hybrid_depth_electrodes_528.pdf
==========
**Structured Summary:**  - **First Author:**   Steven Smeijers  - **Study Location:**   UZ Leuven, Leuven, Belgium  - **Clinical Field:**   Neuro  - **Clinical Task or Condition:**   The study focused on the direct visualization of microwires in hybrid depth electrodes used for epilepsy monitoring and human neurophysiology research. The task was relevant for the detection and precise localization of microwires to improve the accuracy of implantation and enhance neuroscientific research.  - **Key Findings:**   1. High-resolution photon-counting CT (PCCT) enabled the direct visualization of individual microwires extending from Behnke-Fried electrodes, which was not possible with conventional CT or MRI. This advancement allows for precise localization in the cortex.   2. The study demonstrated that PCCT can identify single microwires splayed in different directions, providing valuable feedback on the implantation technique and guiding future procedures.   3. The fusion of PCCT with MRI allowed for accurate mapping of microwires in specific brain areas, which is crucial for correlating neural spiking activity with anatomical subregions.  - **Post-Processing Techniques:**   - Iterative Metal Artifact Reduction (iMAR)   - Spectral imaging  - **Technical Features:**   The study utilized photon-counting technology's features such as enhanced contrast-to-noise ratio, improved spatial resolution, and reduced artifacts, which were crucial for the precise visualization of microwires.  **CT Scan and Reconstruction Protocol Table:**  | Protocol Name                | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features                  | Radiation Dose | |------------------------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|----------------------------|-------------------------------------|----------------| | RoutineSpiralAdultHeadQuantumPlus | 120                | 320               | 0.50              | 0.35  | 0.4                  | Not Specified  | QR40, HR60 | Not Specified   | iMAR, Spectral imaging     | Enhanced contrast, improved resolution | Not Specified  |  **Note:** The table provides a structured overview of the CT scan and reconstruction protocol used in the study, maintaining uniformity across different research summaries.",Neuro,https://doi.org/10.1002/epi4.13080,"Smeijers, S. et al. (2024). Direct visualization of microwires in hybrid depth electrodes using high‐resolution photon‐counting <scp>CT</scp>. Epilepsia Open, 9(6), 2518-2521.",Direct visualization of microwires in hybrid depth electrodes using high‐resolution photon‐counting <scp>CT</scp>,Smeijers,Intervention Planning,High Resolution,"Image Quality, Diagnostic Performance Metrics"
Spahn_AJNR2024_Alpha_pre_and_postop_UHR_imaging_of_cochlear_implants_in_cadaveric_specimens_571.pdf,"
==========
Summary for Spahn_AJNR2024_Alpha_pre_and_postop_UHR_imaging_of_cochlear_implants_in_cadaveric_specimens_571.pdf
==========
### Structured Summary  - **First Author**: Bjoern Spahn - **Study Location**: University Hospital Würzburg, Würzburg, Germany - **Clinical Field**: Head and Neck Imaging - **Clinical Task or Condition**: Pre- and postoperative imaging of cochlear implantation in cadaveric specimens. The study focuses on the accuracy of cochlear duct length measurements and electrode contact determination, which are critical for successful cochlear implantation and hearing rehabilitation. - **Key Findings**:   1. Photon-counting CT (PCCT) achieved comparable accuracy in pre- and postoperative cochlear analysis and electrode contact determination at significantly reduced radiation doses. The low-dose protocol achieved an 82.3% reduction, while the ultra-low-dose protocol achieved an 87.3% reduction in radiation dose compared to the standard protocol.   2. No significant differences were found in cochlear duct length measurements between regular-dose and reduced-dose PCCT protocols, indicating that low-dose imaging can maintain diagnostic accuracy.   3. Subjective image quality was rated highest for regular-dose PCCT, but low-dose protocols still provided adequate image quality for clinical evaluation. - **Post-Processing Techniques**: Not specified in detail; however, iterative reconstruction was used with a QIR level 3. - **Technical Features**: The study benefited from PCCT's improved contrast-to-noise ratios and high spatial resolution, allowing for detailed imaging with reduced radiation exposure.  ### CT Scan and Reconstruction Protocol Information  | Protocol Name       | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features                 | Radiation Dose                    | |---------------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|----------------------------|------------------------------------|-----------------------------------| | Regular Dose        | 120                | 158               | 1                 | 0.2   | 0.2 (0.1 increment)  | Polychromatic  | Hr98   | Not Specified   | Iterative reconstruction   | High resolution, low noise         | CTDI_vol 27.1 mGy, DLP 153.19 mGy·cm | | Low Dose            | 120                | 28                | 1                 | 0.2   | 0.2 (0.1 increment)  | Polychromatic  | Hr98   | Not Specified   | Iterative reconstruction   | High resolution, low noise         | CTDI_vol 4.81 mGy, DLP 27.19 mGy·cm  | | Ultra-Low Dose      | 120                | 20                | 1                 | 0.2   | 0.2 (0.1 increment)  | Polychromatic  | Hr98   | Not Specified   | Iterative reconstruction   | High resolution, low noise         | CTDI_vol 3.43 mGy, DLP 19.36 mGy·cm  |  Note: The study used cadaveric specimens, and the protocols were specifically designed for temporal bone imaging. The potential for radiation dose reduction in full-head scans may vary.",Neuro,https://doi.org/10.3174/ajnr.A8533,"Spahn, B. et al. (2024). Pre- and Postoperative Imaging of Cochlear Implantation in Cadaveric Specimens Using Low-Dose Photon-Counting Detector CT. American Journal of Neuroradiology, 46(2), 362-371.",Pre- and Postoperative Imaging of Cochlear Implantation in Cadaveric Specimens Using Low-Dose Photon-Counting Detector CT,Spahn,Temporal Bone Imaging,Ultra High Resolution,"Diagnostic Performance Metrics, Reduced Radiation Dose"
Toth_AJNR2024_Alpha_UHR_neurovascular_imaging_preliminary_findings_376.pdf,"
==========
Summary for Toth_AJNR2024_Alpha_UHR_neurovascular_imaging_preliminary_findings_376.pdf
==========
### Summary of the PCCT-Focused Paper  - **First Author**: Adrienn Tóth - **Study Location**: Medical University of South Carolina, Charleston, SC, United States - **Clinical Field**: Neurovascular Imaging - **Clinical Task or Condition**: Evaluation of intracranial saccular aneurysms using ultra-high-resolution photon-counting CT (PCD-CT) compared to energy-integrating detector CT (EID-CT). - **Key Findings**:   1. The Bv48 kernel in PCD-CT significantly improved vessel sharpness, especially in smaller intracranial arteries, compared to EID-CT (p < .001).   2. PCD-CT images reconstructed with the Bv48 kernel provided superior image quality for the visualization of intracranial aneurysms, as favored by 80% of the readers.   3. PCD-CT demonstrated significantly higher SNR and CNR in small intracranial arteries compared to EID-CT, with reduced image noise (p < .001). - **Post-Processing Techniques**: Quantum Iterative Reconstruction (QIR) at level 1 was used for all PCD-CT images. - **Technical Features**: The study utilized ultra-high-resolution mode of PCD-CT with improved spatial resolution and vessel sharpness, enabling better characterization of small intracranial aneurysms.  ### CT Scan and Reconstruction Protocol Information  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|-------------------|----------------| | PCD-CT        | 140                | Adjusted to match EID-CT CTDIvol | 0.5               | 0.65  | 0.2                  | Quantum Iterative Reconstruction (QIR) | Bv36, Bv40, Bv44, Bv48 | Width: 1500 HU; Level: 400 HU | Quantum Iterative Reconstruction (QIR) | Ultra-high resolution, improved vessel sharpness | CTDIvol 18.87 (± 3.03) mGy | | EID-CT        | 100 - 140          | 270.22 (± 55.65)  | Not Specified     | Not Specified | 0.6 / 0.75 (SR)     | Not Specified  | Bv36   | Not Specified   | Not Specified             | Standard resolution | CTDIvol 22.55 (±12.16) mGy |  Note: 'Not Specified' or 'Unclear' is used where details were not explicitly provided in the paper.",Neuro,https://doi.org/10.3174/ajnr.A8350,"Toth, A. et al. (2024). Neurovascular Imaging with Ultra-High-Resolution Photon-Counting CT: Preliminary Findings on Image-Quality Evaluation. American Journal of Neuroradiology, 45(10), 1450-1457.",Neurovascular Imaging with Ultra-High-Resolution Photon-Counting CT: Preliminary Findings on Image-Quality Evaluation,Toth,Stroke Imaging,Ultra High Resolution,Image Quality
Tang_Radiology2024_Alpha_UHR_dural_arteriovenous_fistula_case_report_523.pdf,"
==========
Summary for Tang_Radiology2024_Alpha_UHR_dural_arteriovenous_fistula_case_report_523.pdf
==========
- **First Author:** Wen-Tian Tang, MMed - **Study Location:** Jiangsu Province Official Hospital, Nanjing, China - **Clinical Field:** Neuro - **Clinical Task or Condition:** The study focuses on the detection and characterization of a dural arteriovenous fistula (DAVF), a pathological shunt between dural arteries and venous sinuses, meningeal veins, or cortical veins. This condition is significant for its potential to cause increased venous pressure and associated symptoms such as dizziness and nausea. - **Key Findings:**   1. Photon-counting CT angiography (PCCT) provided ultra-high-resolution images with a section thickness of 0.2 mm, allowing for superior visualization of the DAVF compared to conventional CT angiography. This enhanced detection and characterization of the vascular anomaly.   2. The PCCT images showed early opacification of the straight sinus and surrounding dilated veins, indicating heightened venous pressure, which was crucial for the diagnosis of DAVF.   3. The cinematic rendering and bone-preserved/removed cinematic renderings facilitated a clear depiction of the abnormal vessel's course, enhancing the anatomical understanding necessary for successful interventional treatment. - **Post-Processing Techniques:** Cinematic rendering, bone editing techniques, and curved planar reconstructions were utilized to enhance visualization of vascular structures. - **Technical Features:** The study leveraged photon-counting technology's ultra-high resolution, improved spectral separation, and enhanced visualization of small vascular structures, which are difficult to discern with conventional CT due to partial voluming.  | Protocol Name                | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques              | Technical Features              | Radiation Dose | |------------------------------|-------------------|-------------------|------------------|-------|----------------------|----------------|--------|-----------------|----------------------------------------|---------------------------------|----------------| | Photon-Counting CT Angiography | Not Specified     | Not Specified     | Not Specified    | Not Specified | 0.2                  | Not Specified  | Hv68   | Not Specified   | Cinematic rendering, bone editing, curved planar reconstructions | Ultra-high resolution, improved spectral separation | Not Specified |  Note: Specific scan parameters such as tube voltage, tube current, rotation time, and pitch were not provided in the article.",Neuro,https://doi.org/10.1148/radiol.240954,"Tang, W. et al. (2024). Dural Arteriovenous Fistula at Photon-Counting CT Angiography. Radiology, 313(1), .",Dural Arteriovenous Fistula at Photon-Counting CT Angiography,Tang,General Neuro Imaging,Ultra High Resolution,"Image Quality, Diagnostic Performance Metrics"
Wei_Stroke2024_Alpha_evaluation_of_intracranial_aneurysm_after_flow_diverter_treatment_case_report_538.pdf,"
==========
Summary for Wei_Stroke2024_Alpha_evaluation_of_intracranial_aneurysm_after_flow_diverter_treatment_case_report_538.pdf
==========
### Structured Summary  - **First Author:** Jiaxu Wei - **Study Location:** Ren Ji Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China - **Clinical Field:** Neuro - **Clinical Task or Condition:** Evaluation of intracranial fusiform aneurysm post-flow diverter treatment. The study focuses on the assessment of device adherence and patency of associated arteries, which is crucial for detecting potential complications like in-stent thrombosis and ensuring effective treatment of aneurysms. - **Key Findings:**   1. Photon-counting CT (PCCT) provided significantly higher resolution images compared to conventional CT, allowing for a clearer display of the details of the flow diverter device and the aneurysm lumen.   2. PCCT images showed improved visualization of the bilateral anterior inferior cerebellar arteries and the superior cerebellar artery, with reduced blooming artifacts, enhancing the evaluation of in-stent lumen.   3. The study demonstrated that PCCT could potentially aid in the evaluation of in-stent lumen and perforator occlusion, which is critical for future follow-ups. - **Post-Processing Techniques:** Not specified. - **Technical Features:** The study highlighted PCCT's superior resolution and reduced blooming artifacts, which facilitated a clearer display of the flow diverter device and associated vascular structures.  ### CT Scan and Reconstruction Protocol Information  | Protocol Name                   | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features                             | Radiation Dose | |---------------------------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|-----------------------------------------------|----------------| | Photon-Counting CT Angiography  | Not Specified      | Not Specified     | Not Specified     | Not Specified | 0.2                  | Not Specified  | Hv60   | Not Specified   | Not Specified             | Higher resolution, reduced blooming artifacts | Not Specified  | | Simulated Force CT Angiography  | Not Specified      | Not Specified     | Not Specified     | Not Specified | 0.7                  | Not Specified  | Not Specified | Not Specified   | Not Specified             | Not specified                                 | Not Specified  |  Note: Specific scan parameters such as tube voltage, tube current, rotation time, and pitch were not provided in the paper.",Neuro,https://doi.org/10.1161/STROKEAHA.124.049448,"Wei, J. et al. (2024). Evaluation of Intracranial Fusiform Aneurysm After Flow Diverter Treatment at Photon-Counting CT. Stroke, 55(12), .",Evaluation of Intracranial Fusiform Aneurysm After Flow Diverter Treatment at Photon-Counting CT,Wei,Stroke Imaging,Ultra High Resolution,Image Quality
ElAli_PediatrRadiol2024_Alpha_vs_Force_or_Edge_radiation_dose_and_IQ_comparison_in_peds_chest_CECT_520.pdf,"
==========
Summary for ElAli_PediatrRadiol2024_Alpha_vs_Force_or_Edge_radiation_dose_and_IQ_comparison_in_peds_chest_CECT_520.pdf
==========
### Summary of the Paper  - **First Author:** Alexander M. El-Ali - **Study Location:** New York University Langone Medical Center, New York, USA - **Clinical Field:** Pediatric Radiology - **Clinical Task or Condition:** The study focused on evaluating the differences in radiation dose and image quality between photon-counting detector (PCD) CT and energy-integrating detector (EID) CT for pediatric contrast-enhanced chest CT scans. The relevance lies in improving detection and monitoring of conditions requiring chest imaging in children, such as metastatic lung nodules, local tumors, and lung transplants. - **Key Findings:**   1. **Radiation Dose Reduction:** PCD CT significantly reduced radiation exposure compared to EID CT. The volumetric CT dose index (CTDIvol) was reduced by 54.7%, and the size-specific dose estimate (SSDE) was reduced by 46.9%.   2. **Objective Image Quality Improvement:** PCD CT showed improved image noise in lung parenchyma (119.5 HU vs. 143.1 HU, P < 0.01) and better signal-to-noise ratio (SNR) and contrast-to-noise ratio (CNR) compared to EID CT.   3. **Motion Artifact Reduction:** PCD CT demonstrated reduced motion artifacts (P < 0.01), although no significant differences were found in overall image quality or small structure delineation. - **Post-Processing Techniques:** Low-energy threshold reconstructions (T3D by Siemens) were used for PCD CT. - **Technical Features:** The study highlighted the PCD CT's ability to reduce image noise, improve CNR and SNR, and reduce radiation dose, leveraging better spectral separation and higher soft tissue contrast.  ### CT Scan and Reconstruction Protocol  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|--------------------|----------------| | PCD CT        | 120                | Automated         | 0.25              | 3.2   | 3                    | QIR            | Br40/Br60 | Lung/Mediastinal | Low-energy threshold (T3D) | Improved SNR/CNR, reduced noise | Reduced by 54.7% (CTDIvol) | | EID CT        | 70-120 (Automatic) | Automated         | 0.25-0.28         | 1.7-3.2 | 3                    | ADMIRE         | Br40/Br60 | Lung/Mediastinal | None specified            | Standard EID features | Reference dose |  **Note:** The specific tube current values were not specified, and the PCD CT employed a fixed tube potential, whereas EID CT used automatic selection. The radiation dose was notably reduced in PCD CT scans.",Pediatric,https://doi.org/10.1007/s00247-024-06078-1,"El-Ali, A. et al. (2024). Pediatric contrast-enhanced chest CT on a photon-counting detector CT: radiation dose and image quality compared to energy-integrated detector CT. Pediatric Radiology, 54(12), 1984-1995.","Pediatric contrast-enhanced chest CT on a photon-counting detector CT: radiation dose and image quality compared to energy-integrated detector CT. Pediatric Radiology, 54(12), 1984-1995.",El-Ali,Pediatric,High Resolution,"Image Quality, Reduced Radiation Dose"
Horst_PediatrRadiol2023_Alpha_chest_ULDCT_for_peds_with_cystic_fibrosis_with_CXR_equivalent_radiation_dose_94.pdf,"
==========
Summary for Horst_PediatrRadiol2023_Alpha_chest_ULDCT_for_peds_with_cystic_fibrosis_with_CXR_equivalent_radiation_dose_94.pdf
==========
**Structured Summary:**  - **First Author:** Kelly K. Horst - **Study Location:** Mayo Clinic, Rochester, MN, USA - **Clinical Field:** Pediatric Radiology - **Clinical Task or Condition:** The study focuses on assessing pulmonary disease severity in children with cystic fibrosis using the Brody II score via reduced-dose photon-counting detector (PCD) chest CT. The aim was to achieve radiation doses similar to chest radiographs.  - **Key Findings:**   1. The mean volumetric CT dose index (CTDIvol) was 0.07 ± 0.03 mGy per scan, and the mean effective dose was 0.12 ± 0.04 mSv, comparable to chest radiography doses.   2. The average Brody II score was 12.5 with moderate inter-reader reliability (ICC of 0.61). The inter-rater reliability was moderate to substantial for bronchiectasis, peribronchial thickening, opacity, and air trapping, but poor for mucus plugging.   3. Reduced-dose PCD-CT provided diagnostic image quality for assessing structural lung changes in cystic fibrosis at significantly reduced radiation doses.  - **Post-Processing Techniques:** Not specified in detail for this study. - **Technical Features:** The study utilized PCD technology which offers improved spatial resolution, reduced image noise, and higher dose efficiency compared to conventional energy-integrating detector CT.  **CT Scan and Reconstruction Protocol Information:**  | Protocol Name       | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings            | Post-Processing Techniques | Technical Features                  | Radiation Dose                         | |---------------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|----------------------------|----------------------------|--------------------------------------|---------------------------------------| | Reduced-Dose PCD-CT | 100                | Not Specified     | 0.25              | 1.0   | 0.8                  | Iterative      | Qr56   | Lung windows (width: 1500, level: -500) | Not Specified            | Improved spatial resolution, reduced noise | CTDIvol: 0.07 ± 0.03 mGy, Effective dose: 0.12 ± 0.04 mSv |  The table above summarizes the protocol used in the study, highlighting the reduced radiation dose achieved through the use of photon-counting technology, which allows for high-resolution imaging at doses comparable to chest radiographs.",Pediatric,https://doi.org/10.1007/s00247-022-05574-6,"Horst, K. et al. (2023). Pilot study to determine whether reduced-dose photon-counting detector chest computed tomography can reliably display Brody II score imaging findings for children with cystic fibrosis at radiation doses that approximate radiographs. Pediatric Radiology, 53(6), 1049-1056.","Pilot study to determine whether reduced-dose photon-counting detector chest computed tomography can reliably display Brody II score imaging findings for children with cystic fibrosis at radiation doses that approximate radiographs. Pediatric Radiology, 53(6), 1049-1056.",Horst,Pediatric,High Resolution,"Image Quality, Diagnostic Performance Metrics, Reduced Radiation Dose"
